policy,steps,offset,origin,window_id,admitted,action_index,common,common_delta
worst_of_three_seeds,10,-0.2,15,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:0:25,True,2,0.06530636287166146,0.011453850370481286
worst_of_three_seeds,10,-0.2,16,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:3025,True,2,-0.08752670307771894,0.011453850370481286
worst_of_three_seeds,10,-0.2,17,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:6875,True,2,0.27347271161957054,0.0114538503704813
worst_of_three_seeds,10,-0.2,18,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:0:25,False,0,-0.07739524245262219,-0.35150982141494824
worst_of_three_seeds,10,-0.2,19,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2025,True,1,-0.04102735052688389,-0.0114538503704813
worst_of_three_seeds,10,-0.2,20,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:1875,True,1,0.15363068034534932,-0.0114538503704813
worst_of_three_seeds,10,-0.2,21,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,False,0,0.2687164284288883,0.0
worst_of_three_seeds,10,-0.2,22,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:225,True,2,-0.09731980023102493,0.0114538503704813
worst_of_three_seeds,10,-0.2,23,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:5225,True,2,0.13047682325227528,0.0114538503704813
worst_of_three_seeds,10,-0.2,24,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:0:25,False,0,0.05978790670633316,0.0
worst_of_three_seeds,10,-0.2,25,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:1325,True,1,-0.03589637408836155,-0.0114538503704813
worst_of_three_seeds,10,-0.2,26,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:5425,False,0,0.13342009484767914,0.0
worst_of_three_seeds,10,-0.2,27,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,False,0,-0.4269350336970541,0.0114538503704813
worst_of_three_seeds,10,-0.2,28,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:2625,True,2,-0.04433925618545743,0.011453850370481293
worst_of_three_seeds,10,-0.2,29,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:2:875,False,0,0.2669932097196579,0.0
worst_of_three_seeds,10,-0.2,30,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,False,0,-0.40807855129241943,0.0
worst_of_three_seeds,10,-0.2,31,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:2875,True,2,-0.0624352710427496,0.011453850370481293
worst_of_three_seeds,10,-0.2,32,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:2:1075,False,0,0.23449795693159103,0.0
worst_of_three_seeds,10,-0.2,33,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:0:25,False,0,-0.21798099279403754,-0.2834767222404487
worst_of_three_seeds,10,-0.2,34,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:3025,True,2,-0.06936607154680074,0.0114538503704813
worst_of_three_seeds,10,-0.2,35,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:2:875,False,0,0.2194369062781334,0.0
worst_of_three_seeds,10,-0.2,36,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:0:25,False,0,-0.046901004213258934,0.0114538503704813
worst_of_three_seeds,10,-0.2,37,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:1:2925,True,1,0.057774002488121715,-0.011453850370481286
worst_of_three_seeds,10,-0.2,38,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:2:1325,False,0,0.19057589769363403,0.0
worst_of_three_seeds,10,-0.2,39,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:25,False,0,-0.26060075759887763,-0.20184178352356025
worst_of_three_seeds,10,-0.2,40,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:1:2625,True,2,-0.08800797333137722,0.0114538503704813
worst_of_three_seeds,10,-0.2,41,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:2:1275,False,0,0.2915654079988599,0.0
worst_of_three_seeds,10,-0.2,42,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:0:25,False,0,-0.21069214940071174,-0.06987447738647529
worst_of_three_seeds,10,-0.2,43,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:1:2575,True,1,-0.08452600165142088,-0.0114538503704813
worst_of_three_seeds,10,-0.2,44,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:2:925,False,0,0.24910960346460342,0.0
worst_of_three_seeds,10,-0.2,45,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,False,0,-0.013941180706024903,-0.04979796409607007
worst_of_three_seeds,10,-0.2,46,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:2925,True,1,-0.06717632169707088,-0.0114538503704813
worst_of_three_seeds,10,-0.2,47,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:2:1275,False,0,0.29801417887210846,0.0
worst_of_three_seeds,10,-0.2,48,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,False,0,0.05570680946111606,-0.35150982141494824
worst_of_three_seeds,10,-0.2,49,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2125,True,2,0.03746638278348713,0.0114538503704813
worst_of_three_seeds,10,-0.2,50,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:2:975,False,0,0.26758523285388947,0.0
nominal_seed17,10,0.0,0,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,0.03367989063262866,-0.35150982141494824
nominal_seed17,10,0.0,1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,-0.10822109301702709,0.0114538503704813
nominal_seed17,10,0.0,2,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.19689259846822948,-0.0114538503704813
nominal_seed17,10,0.0,3,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.007807910442352295,0.0
nominal_seed17,10,0.0,4,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:3975,True,2,-0.004980491298601342,0.0114538503704813
nominal_seed17,10,0.0,5,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:8525,False,0,0.06337498873472214,0.0
nominal_seed17,10,0.0,6,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:25,False,0,0.06365995407104419,-0.35150982141494824
nominal_seed17,10,0.0,7,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:1:1725,False,0,-9.498745203018188e-05,0.0
nominal_seed17,10,0.0,8,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:3:1275,False,0,0.16098358167801052,0.0
nominal_seed17,10,0.0,9,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,False,0,-0.14199410080909802,-0.35150982141494824
nominal_seed17,10,0.0,10,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2575,False,0,-0.07484530657529831,0.0
nominal_seed17,10,0.0,11,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:2525,True,2,0.07686540315730839,0.0114538503704813
nominal_seed17,10,0.0,12,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:25,False,0,-0.14786894321441724,-0.19286246299743726
nominal_seed17,10,0.0,13,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:3725,True,1,-0.005593879324033546,-0.0114538503704813
nominal_seed17,10,0.0,14,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:7475,True,2,0.0915169512747076,0.0114538503704813
nominal_seed17,10,0.0,15,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:0:25,True,2,0.06530636287166146,0.011453850370481286
nominal_seed17,10,0.0,16,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:3025,True,2,-0.08752670307771894,0.011453850370481286
nominal_seed17,10,0.0,17,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:6875,True,2,0.27347271161957054,0.0114538503704813
nominal_seed17,10,0.0,18,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:0:25,False,0,-0.07739524245262219,-0.35150982141494824
nominal_seed17,10,0.0,19,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2025,True,2,-0.018119649785921288,0.0114538503704813
nominal_seed17,10,0.0,20,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:1875,True,1,0.15363068034534932,-0.0114538503704813
nominal_seed17,10,0.0,21,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,False,0,0.2687164284288883,0.0
nominal_seed17,10,0.0,22,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:225,True,2,-0.09731980023102493,0.0114538503704813
nominal_seed17,10,0.0,23,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:5225,True,2,0.13047682325227528,0.0114538503704813
nominal_seed17,10,0.0,24,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:0:25,False,0,0.05978790670633316,0.0
nominal_seed17,10,0.0,25,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:1325,True,2,-0.012988673347398949,0.0114538503704813
nominal_seed17,10,0.0,26,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:5425,False,0,0.13342009484767914,0.0
nominal_seed17,10,0.0,27,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,False,0,-0.4269350336970541,0.0114538503704813
nominal_seed17,10,0.0,28,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:2625,True,2,-0.04433925618545743,0.011453850370481293
nominal_seed17,10,0.0,29,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:2:875,False,0,0.2669932097196579,0.0
nominal_seed17,10,0.0,30,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,False,0,-0.40807855129241943,0.0
nominal_seed17,10,0.0,31,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:2875,True,2,-0.0624352710427496,0.011453850370481293
nominal_seed17,10,0.0,32,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:2:1075,False,0,0.23449795693159103,0.0
nominal_seed17,10,0.0,33,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:0:25,False,0,-0.21798099279403754,-0.2834767222404487
nominal_seed17,10,0.0,34,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:3025,True,1,-0.09227377228776334,-0.0114538503704813
nominal_seed17,10,0.0,35,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:2:875,False,0,0.2194369062781334,0.0
nominal_seed17,10,0.0,36,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:0:25,False,0,-0.046901004213258934,0.0114538503704813
nominal_seed17,10,0.0,37,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:1:2925,True,1,0.057774002488121715,-0.011453850370481286
nominal_seed17,10,0.0,38,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:2:1325,False,0,0.19057589769363403,0.0
nominal_seed17,10,0.0,39,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:25,False,0,-0.26060075759887763,-0.20184178352356025
nominal_seed17,10,0.0,40,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:1:2625,True,2,-0.08800797333137722,0.0114538503704813
nominal_seed17,10,0.0,41,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:2:1275,False,0,0.2915654079988599,0.0
nominal_seed17,10,0.0,42,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:0:25,False,0,-0.21069214940071174,-0.06987447738647529
nominal_seed17,10,0.0,43,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:1:2575,True,1,-0.08452600165142088,-0.0114538503704813
nominal_seed17,10,0.0,44,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:2:925,False,0,0.24910960346460342,0.0
nominal_seed17,10,0.0,45,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,False,0,-0.013941180706024903,-0.04979796409607007
nominal_seed17,10,0.0,46,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:2925,True,2,-0.04426862095610829,0.011453850370481293
nominal_seed17,10,0.0,47,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:2:1275,False,0,0.29801417887210846,0.0
nominal_seed17,10,0.0,48,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,False,0,0.05570680946111606,-0.35150982141494824
nominal_seed17,10,0.0,49,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2125,True,1,0.014558682042524529,-0.0114538503704813
nominal_seed17,10,0.0,50,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:2:975,False,0,0.26758523285388947,0.0
ensemble,10,0.0,0,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,0.03367989063262866,-0.35150982141494824
ensemble,10,0.0,1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,-0.10822109301702709,0.0114538503704813
ensemble,10,0.0,2,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.19689259846822948,-0.0114538503704813
ensemble,10,0.0,3,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.007807910442352295,0.0
ensemble,10,0.0,4,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:3975,True,2,-0.004980491298601342,0.0114538503704813
ensemble,10,0.0,5,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:8525,False,0,0.06337498873472214,0.0
ensemble,10,0.0,6,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:25,False,0,0.06365995407104419,-0.35150982141494824
ensemble,10,0.0,7,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:1:1725,False,0,-9.498745203018188e-05,0.0
ensemble,10,0.0,8,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:3:1275,False,0,0.16098358167801052,0.0
ensemble,10,0.0,9,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,False,0,-0.14199410080909802,-0.35150982141494824
ensemble,10,0.0,10,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2575,False,0,-0.07484530657529831,0.0
ensemble,10,0.0,11,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:2525,True,2,0.07686540315730839,0.0114538503704813
ensemble,10,0.0,12,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:25,False,0,-0.14786894321441724,-0.19286246299743726
ensemble,10,0.0,13,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:3725,True,1,-0.005593879324033546,-0.0114538503704813
ensemble,10,0.0,14,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:7475,True,2,0.0915169512747076,0.0114538503704813
ensemble,10,0.0,15,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:0:25,True,2,0.06530636287166146,0.011453850370481286
ensemble,10,0.0,16,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:3025,True,2,-0.08752670307771894,0.011453850370481286
ensemble,10,0.0,17,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:6875,True,2,0.27347271161957054,0.0114538503704813
ensemble,10,0.0,18,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:0:25,False,0,-0.07739524245262219,-0.35150982141494824
ensemble,10,0.0,19,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2025,True,2,-0.018119649785921288,0.0114538503704813
ensemble,10,0.0,20,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:1875,True,1,0.15363068034534932,-0.0114538503704813
ensemble,10,0.0,21,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,False,0,0.2687164284288883,0.0
ensemble,10,0.0,22,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:225,True,2,-0.09731980023102493,0.0114538503704813
ensemble,10,0.0,23,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:5225,True,2,0.13047682325227528,0.0114538503704813
ensemble,10,0.0,24,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:0:25,False,0,0.05978790670633316,0.0
ensemble,10,0.0,25,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:1325,True,1,-0.03589637408836155,-0.0114538503704813
ensemble,10,0.0,26,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:5425,False,0,0.13342009484767914,0.0
ensemble,10,0.0,27,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,False,0,-0.4269350336970541,0.0114538503704813
ensemble,10,0.0,28,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:2625,True,2,-0.04433925618545743,0.011453850370481293
ensemble,10,0.0,29,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:2:875,False,0,0.2669932097196579,0.0
ensemble,10,0.0,30,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,False,0,-0.40807855129241943,0.0
ensemble,10,0.0,31,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:2875,True,2,-0.0624352710427496,0.011453850370481293
ensemble,10,0.0,32,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:2:1075,False,0,0.23449795693159103,0.0
ensemble,10,0.0,33,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:0:25,False,0,-0.21798099279403754,-0.2834767222404487
ensemble,10,0.0,34,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:3025,True,1,-0.09227377228776334,-0.0114538503704813
ensemble,10,0.0,35,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:2:875,False,0,0.2194369062781334,0.0
ensemble,10,0.0,36,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:0:25,False,0,-0.046901004213258934,0.0114538503704813
ensemble,10,0.0,37,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:1:2925,True,1,0.057774002488121715,-0.011453850370481286
ensemble,10,0.0,38,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:2:1325,False,0,0.19057589769363403,0.0
ensemble,10,0.0,39,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:25,False,0,-0.26060075759887763,-0.20184178352356025
ensemble,10,0.0,40,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:1:2625,True,2,-0.08800797333137722,0.0114538503704813
ensemble,10,0.0,41,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:2:1275,False,0,0.2915654079988599,0.0
ensemble,10,0.0,42,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:0:25,False,0,-0.21069214940071174,-0.06987447738647529
ensemble,10,0.0,43,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:1:2575,True,1,-0.08452600165142088,-0.0114538503704813
ensemble,10,0.0,44,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:2:925,False,0,0.24910960346460342,0.0
ensemble,10,0.0,45,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,False,0,-0.013941180706024903,-0.04979796409607007
ensemble,10,0.0,46,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:2925,True,1,-0.06717632169707088,-0.0114538503704813
ensemble,10,0.0,47,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:2:1275,False,0,0.29801417887210846,0.0
ensemble,10,0.0,48,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,False,0,0.05570680946111606,-0.35150982141494824
ensemble,10,0.0,49,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2125,True,1,0.014558682042524529,-0.0114538503704813
ensemble,10,0.0,50,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:2:975,False,0,0.26758523285388947,0.0
worst_of_three_seeds,10,0.0,0,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,0.03367989063262866,-0.35150982141494824
worst_of_three_seeds,10,0.0,1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,-0.10822109301702709,0.0114538503704813
worst_of_three_seeds,10,0.0,2,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.19689259846822948,-0.0114538503704813
worst_of_three_seeds,10,0.0,3,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.007807910442352295,0.0
worst_of_three_seeds,10,0.0,4,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:3975,True,2,-0.004980491298601342,0.0114538503704813
worst_of_three_seeds,10,0.0,5,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:8525,False,0,0.06337498873472214,0.0
worst_of_three_seeds,10,0.0,6,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:25,False,0,0.06365995407104419,-0.35150982141494824
worst_of_three_seeds,10,0.0,7,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:1:1725,False,0,-9.498745203018188e-05,0.0
worst_of_three_seeds,10,0.0,8,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:3:1275,False,0,0.16098358167801052,0.0
worst_of_three_seeds,10,0.0,9,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,False,0,-0.14199410080909802,-0.35150982141494824
worst_of_three_seeds,10,0.0,10,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2575,False,0,-0.07484530657529831,0.0
worst_of_three_seeds,10,0.0,11,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:2525,True,2,0.07686540315730839,0.0114538503704813
worst_of_three_seeds,10,0.0,12,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:25,False,0,-0.14786894321441724,-0.19286246299743726
worst_of_three_seeds,10,0.0,13,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:3725,True,1,-0.005593879324033546,-0.0114538503704813
worst_of_three_seeds,10,0.0,14,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:7475,True,2,0.0915169512747076,0.0114538503704813
worst_of_three_seeds,10,0.0,15,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:0:25,True,2,0.06530636287166146,0.011453850370481286
worst_of_three_seeds,10,0.0,16,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:3025,True,2,-0.08752670307771894,0.011453850370481286
worst_of_three_seeds,10,0.0,17,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:6875,True,2,0.27347271161957054,0.0114538503704813
worst_of_three_seeds,10,0.0,18,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:0:25,False,0,-0.07739524245262219,-0.35150982141494824
worst_of_three_seeds,10,0.0,19,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2025,True,0,-0.029573500156402588,0.0
worst_of_three_seeds,10,0.0,20,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:1875,True,1,0.15363068034534932,-0.0114538503704813
worst_of_three_seeds,10,0.0,21,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,False,0,0.2687164284288883,0.0
worst_of_three_seeds,10,0.0,22,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:225,True,2,-0.09731980023102493,0.0114538503704813
worst_of_three_seeds,10,0.0,23,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:5225,True,2,0.13047682325227528,0.0114538503704813
worst_of_three_seeds,10,0.0,24,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:0:25,False,0,0.05978790670633316,0.0
worst_of_three_seeds,10,0.0,25,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:1325,True,1,-0.03589637408836155,-0.0114538503704813
worst_of_three_seeds,10,0.0,26,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:5425,False,0,0.13342009484767914,0.0
worst_of_three_seeds,10,0.0,27,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,False,0,-0.4269350336970541,0.0114538503704813
worst_of_three_seeds,10,0.0,28,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:2625,True,2,-0.04433925618545743,0.011453850370481293
worst_of_three_seeds,10,0.0,29,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:2:875,False,0,0.2669932097196579,0.0
worst_of_three_seeds,10,0.0,30,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:0:25,False,0,-0.40807855129241943,0.0
worst_of_three_seeds,10,0.0,31,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:2875,True,2,-0.0624352710427496,0.011453850370481293
worst_of_three_seeds,10,0.0,32,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:2:1075,False,0,0.23449795693159103,0.0
worst_of_three_seeds,10,0.0,33,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:0:25,False,0,-0.21798099279403754,-0.2834767222404487
worst_of_three_seeds,10,0.0,34,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:3025,True,1,-0.09227377228776334,-0.0114538503704813
worst_of_three_seeds,10,0.0,35,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:2:875,False,0,0.2194369062781334,0.0
worst_of_three_seeds,10,0.0,36,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:0:25,False,0,-0.046901004213258934,0.0114538503704813
worst_of_three_seeds,10,0.0,37,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:1:2925,True,1,0.057774002488121715,-0.011453850370481286
worst_of_three_seeds,10,0.0,38,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:2:1325,False,0,0.19057589769363403,0.0
worst_of_three_seeds,10,0.0,39,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:25,False,0,-0.26060075759887763,-0.20184178352356025
worst_of_three_seeds,10,0.0,40,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:1:2625,True,2,-0.08800797333137722,0.0114538503704813
worst_of_three_seeds,10,0.0,41,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:2:1275,False,0,0.2915654079988599,0.0
worst_of_three_seeds,10,0.0,42,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:0:25,False,0,-0.21069214940071174,-0.06987447738647529
worst_of_three_seeds,10,0.0,43,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:1:2575,True,1,-0.08452600165142088,-0.0114538503704813
worst_of_three_seeds,10,0.0,44,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:2:925,False,0,0.24910960346460342,0.0
worst_of_three_seeds,10,0.0,45,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,False,0,-0.013941180706024903,-0.04979796409607007
worst_of_three_seeds,10,0.0,46,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:2925,True,1,-0.06717632169707088,-0.0114538503704813
worst_of_three_seeds,10,0.0,47,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:2:1275,False,0,0.29801417887210846,0.0
worst_of_three_seeds,10,0.0,48,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,False,0,0.05570680946111606,-0.35150982141494824
worst_of_three_seeds,10,0.0,49,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2125,True,1,0.014558682042524529,-0.0114538503704813
worst_of_three_seeds,10,0.0,50,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:2:975,False,0,0.26758523285388947,0.0
nominal_seed17,10,0.2,0,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,0.03367989063262866,-0.35150982141494824
nominal_seed17,10,0.2,1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,-0.10822109301702709,0.0114538503704813
